[5, 20, 5, 1]-lr-0.01
574,3476
456,8830
361,9572
292,8525
240,4760
200,8516
170,9829
149,0349
133,3506
122,2723
114,7141
109,6720
106,4454
104,4217
103,1359
102,3576
101,9157
101,6534
101,5541
101,4532
101,4383
101,3992
101,3911
101,4027
101,3962
101,3870
101,4100
101,3933
101,3871
101,4072
101,4045
101,4007
101,4283
101,3978
101,3812
101,3869
101,4598
101,4249
101,3812
101,4114
101,4626
101,4099
101,3871
101,4061
101,4095
101,4531
101,3872
101,4037
101,4038
101,4139
101,4528
101,4388
101,4676
101,3885
101,3937
101,3923
101,4044
101,4019
101,3906
101,4782
101,4455
101,3942
101,4473
101,3955
101,4171
101,4547
101,4535
101,4012
101,4393
101,4152
101,3984
101,4456
101,8079
101,4068
101,4245
101,4066
101,3817
101,4050
101,4764
101,4118
101,4094
101,4613
101,4432
101,4890
101,3940
101,4387
101,4025
101,4065
101,4312
101,4580
101,4717
101,3840
101,3282
101,1612
101,4026
101,1172
100,8559
100,4752
99,0660
97,4364
96,8618
97,2788
94,8135
93,6844
92,8885
91,6553
90,8128
90,3508
89,4670
89,3170
88,9071
88,6350
88,2640
88,2348
88,1331
88,2224
88,0180
88,0577
87,9091
87,7916
87,4800
87,7065
87,6345
87,2758
87,3550
87,3611
87,0474
87,2139
87,1082
87,1263
87,1157
87,1694
86,7704
86,9821
86,9919
87,0133
86,8976
86,7094
86,8860
87,0314
86,7301
86,7312
86,6875
86,4982
86,6708
86,4919
86,7804
86,7800
86,4464
86,2878
86,3903
86,4425
86,2995
86,6098
86,4724
86,4494
86,1915
86,2115
86,4163
86,3502
86,2515
86,2703
86,1329
86,1824
86,2574
86,5317
85,9670
86,0162
85,8974
85,8238
85,9337
85,6293
85,5455
85,6806
85,3925
85,3738
85,3578
85,3332
85,0539
85,1571
85,1292
85,0777
84,9919
85,0147
85,0532
84,9808
84,6707
84,6841
84,8352
84,5509
84,3072
84,0392
84,3451
84,2402
84,1076
84,3535
84,1198
84,1267
83,9844
83,7430
83,6263
83,4461
83,3908
83,4131
83,6595
83,4048
83,2286
83,2613
82,9895
82,9754
83,4195
82,9515
82,8225
82,7642
82,6849
82,7170
82,5435
82,5872
82,4339
