u¿yte litery:
c
d
e
g
h
o
r
s
w
y
A
B
D
E
G
L
N
O
S
W
1;0.025501379865090712;0.921599816267
2;0.05065988039768854;1.13938114885
3;0.07654402366642898;0.949999715663
4;0.10436331729124504;0.949999993686
5;0.1304326586850948;0.949999999882
6;0.1562187922609155;0.949999999999
7;0.18189393063403259;0.95
8;0.20751774531981937;0.95
9;0.2357918410179991;0.95
10;0.2649016471195864;0.95
11;0.29397589765449084;0.95
12;0.31987055300396605;0.95
13;0.34563411652470677;0.95
14;0.3711256026672345;0.95
15;0.39776785245067003;0.95
16;0.4238526527860813;0.95
17;0.4487347474350827;0.95
18;0.4749456927374922;0.95
19;0.5034965034965353;0.95
20;0.5289991200770601;0.95
21;0.5545932535942484;0.95
22;0.5791946138579078;0.95
23;0.604002505585413;0.95
24;0.6293276535125187;0.95
25;0.6543822699541124;0.95
26;0.6800598817580976;0.95
27;0.7059749429108706;0.95
28;0.7313473951999185;0.95
29;0.758777741844824;0.95
30;0.784126078184272;0.95
31;0.8103478447455927;0.95
32;0.8359277560357441;0.95
33;0.8615191069429784;0.95
34;0.8878061102395804;0.95
35;0.913522060219293;0.95
36;0.9394522711354512;0.95
37;0.9657797768595628;0.95
38;0.9911713982364745;0.95
39;1.018376044328761;0.95
40;1.0441117817545091;0.95
41;1.0695868814182177;0.95
42;1.09597344030135;0.95
43;1.1218340859777527;0.95
44;1.147725958717274;0.95
45;1.1739214450772124;0.95
46;1.2005102069215354;0.95
47;1.227231606487294;0.95
48;1.2563018376977197;0.95
49;1.2826738651747291;0.95
50;1.309188424097556;0.95
51;1.3358393308881205;0.95
52;1.3618437447248652;0.95
53;1.3890119077141208;0.95
54;1.4141039347960032;0.95
55;1.4424615087809798;0.95
56;1.4705080488529347;0.95
57;1.497130202011249;0.95
58;1.524306712829457;0.95
59;1.5496686530377701;0.95
60;1.5765922555647194;0.95
61;1.6022281282257609;0.95
62;1.6278828607946707;0.95
63;1.6530883565110344;0.95
64;1.6784846155705964;0.95
65;1.7036826909943557;0.95
66;1.7291800515340583;0.95
67;1.7566456445674703;0.95
68;1.7819024639702548;0.95
69;1.8075160757543927;0.95
70;1.8341713110485216;0.95
71;1.8599382755364786;0.95
72;1.884823152795434;0.95
73;1.9111268517499411;0.95
74;1.9389795366896578;0.95
75;1.9655911777672372;0.95
76;1.9904908956114014;0.95
77;2.0174939570997594;0.95
78;2.04367058355092;0.95
79;2.0690476735226184;0.95
80;2.0947704254367636;0.95
81;2.120747940714864;0.95
82;2.146310847168934;0.95
83;2.1718236666511075;0.95
84;2.1977294524385798;0.95
85;2.2242616345547503;0.95
86;2.2507236330739033;0.95
87;2.277428955340838;0.95
88;2.302456673223787;0.95
